,Date,Stage,Distance Covered in km,Type,Departure,Arrival,Category UCI,Name,Family Name,Nationality,Dual National,Native Country,NC-From,NC-To,Adopted Country,AC-From,AC-To,Age,Date of Birth,City of Birth,Country of Birth,Date of Death,City of Death,Country of Death,1st Innings From,1st Innings To,2nd Innings From,2nd Innings To,3rd Innings From,3rd Innings To,Career Span,1st Gap,2nd Innings Span,2nd Gap,3rd Innings Span,Total Career Span,Full Name
409,2003-07-19,13 ,197.5,Stage,"    Toulouse (Franche-Comte), France ","Ax-les-Thermes (Midi-Pyrenees), France",,Carlos,Sastre Candil,Spain ,N,,1975-04-23,,,,,44  years,1975-04-23,Madrid (Madrid), Spain ,,,,1997,2011,0,0,0,0,14,0,0,0,0,14,Carlos Sastre Candil
410,2003-07-20,14 ,191.5,Stage,"    Saint-Girons (Midi-Pyrenees), France ","Loudenvielle (Midi-Pyrenees), France",,Gilberto,Simoni,Italy ,N,,1971-08-25,,,,,48  years,1971-08-25,Palu di Giovo (Trentino-Alto Adige), Italy ,,,,1994,2010,0,0,0,0,16,0,0,0,0,16,Gilberto Simoni
411,2003-07-21,15 ,159.5,Stage,"    Bagnères-de-Bigorre (Midi-Pyrenees), France ","Luz (Midi-Pyrenees), France",,Lance,Armstrong,United States of America ,N,,1971-09-18,,,,,47  years,1971-09-18,Plano (Texas), United States of America ,,,,1992,2005,2009,2011,0,0,13,4,2,0,0,15,Lance Armstrong
412,2003-07-23,16 ,197.5,Stage,"    Pau (Aquitaine), France ","Bayonne (Aquitaine), France",,Tyler,Hamilton,United States of America ,N,,1971-01-03,,,,,48  years,1971-01-03,Salem (Massachusetts), United States of America ,,,,1995,2004,2007,2009,0,0,9,3,2,0,0,11,Tyler Hamilton
413,2003-07-24,17 ,181.0,Stage,"    Dax (Aquitaine), France ","Bordeaux (Aquitaine), France",,Servais,Knaven,The Netherlands ,N,,1971-06-03,,,,,48  years,1971-06-03,Lobith (Gelderland), The Netherlands ,,,,1994,2010,0,0,0,0,16,0,0,0,0,16,Servais Knaven
414,2003-07-25,18 ,203.5,Stage,"    Bordeaux (Aquitaine), France ","Saint-Maixent-l'Ecole (Poitou-Charentes), France",,Pablo,Lastras García,Spain ,N,,1976-01-20,,,,,43  years,1976-01-20,Madrid (Madrid), Spain ,,,,1998,2015,0,0,0,0,17,0,0,0,0,17,Pablo Lastras García
415,2003-07-26,19 ,49.0,Individual Time Trial,"    Pornic (Pays de la Loire), France ","Nantes (Pays de la Loire), France",,David,Millar,Great Britain ,N,,1977-04-01,,,,,42  years,1977-04-01,Mtarfa , Malta ,,,,1997,2014,0,0,0,0,17,0,0,0,0,17,David Millar
416,2003-07-27,20 ,152.0,Stage,"    Ville-d'Avray (Ile-de-France), France ","Paris (Ile-de-France), France",,Jean-Patrick,Nazon,France ,N,,1977-01-18,,,,,42  years,1977-01-18,Épinal (Lorraine), France ,,,,1997,2008,0,0,0,0,11,0,0,0,0,11,Jean-Patrick Nazon
417,2003-07-27,Total Distance,0.0,Points Classification,,,,Baden,Cooke,Australia ,N,,1978-12-10,,,,,40  years,1978-12-10,Benalla (Victoria), Australia ,,,,2000,2013,0,0,0,0,13,0,0,0,0,13,Baden Cooke
418,2003-07-27,Total Distance,0.0,Mountains Classification,,,,Richard,Virenque,France ,N,,1969-11-19,,,,,49  years,1969-11-19,Casablanca (Grand Casablanca), Morocco ,,,,1991,2004,0,0,0,0,13,0,0,0,0,13,Richard Virenque
419,2003-07-27,Total Distance,0.0,General Classification,,,WT/WT/GT,Lance,Armstrong,United States of America ,N,,1971-09-18,,,,,47  years,1971-09-18,Plano (Texas), United States of America ,,,,1992,2005,2009,2011,0,0,13,4,2,0,0,15,Lance Armstrong
420,2003-07-27,Total Distance,0.0,Young Rider Classification,,,,Denis,Menchov,Russia ,N,,1978-01-25,,,,,41  years,1978-01-25,Oriol (Orel), Russia ,,,,2000,2013,0,0,0,0,13,0,0,0,0,13,Denis Menchov
421,2002-06-07,Prologue,7.0,Prologue,"    Luxembourg (Luxembourg), Luxemburg ","Luxembourg (Luxembourg), Luxemburg",,Lance,Armstrong,United States of America ,N,,1971-09-18,,,,,47  years,1971-09-18,Plano (Texas), United States of America ,,,,1992,2005,2009,2011,0,0,13,4,2,0,0,15,Lance Armstrong
422,2002-07-07,1 ,192.5,Stage,"    Luxembourg (Luxembourg), Luxemburg ","Luxembourg (Luxembourg), Luxemburg",,Rubens,Bertogliati,Switzerland ,N,,1979-09-05,,,,,40  years,1979-09-05,Lugano (Ticino), Switzerland ,,,,2000,2012,0,0,0,0,12,0,0,0,0,12,Rubens Bertogliati
423,2002-08-07,2 ,181.0,Stage,"    Luxembourg (Luxembourg), Luxemburg ","Saarbrücken (Saarland), Germany",,Óscar,Freire Gómez,Spain ,N,,1976-02-15,,,,,43  years,1976-02-15,Torrelavega (Cantabria), Spain ,,,,1998,2012,0,0,0,0,14,0,0,0,0,14,Óscar Freire Gómez
424,2002-09-07,3 ,174.5,Stage,"    Metz (Lorraine), France ","Reims (Champagne-Ardenne), France",,Robbie,McEwen,Australia ,N,,1972-06-24,,,,,47  years,1972-06-24,Brisbane (Queensland), Australia ,,,,1996,2012,0,0,0,0,16,0,0,0,0,16,Robbie McEwen
425,2002-10-07,4 ,67.5,Team Time Trial,"    Épernay (Champagne-Ardenne), France ","Château-Thierry (Picardie), France",,Abraham,Olano Manzano,Spain ,N,,1970-01-22,,,,,49  years,1970-01-22,Donostia/San Sebastián (Pais Vasco), Spain ,,,,1992,2002,0,0,0,0,10,0,0,0,0,10,Abraham Olano Manzano
426,2002-11-07,5 ,195.0,Stage,"    Soissons (Picardie), France ","Rouen (Haute-Normandie), France",,Jaan,Kirsipuu,Estonia ,Y,   URS ,1969-07-17, 05-09-1991,,,,50  years,1969-07-17,Tartu (Tartumaa), Estonia ,,,,1993,2006,2009,2012,0,0,13,3,3,0,0,16,Jaan Kirsipuu
427,2002-12-07,6 ,199.5,Stage,"    Forges-les-Eaux (Haute-Normandie), France ","Alençon (Basse-Normandie), France",,Erik,Zabel,Germany ,Y,   GDR ,1970-07-07, 03-10-1990,,,,49  years,1970-07-07,Berlin (Berlin), Germany ,,,,1992,2008,0,0,0,0,16,0,0,0,0,16,Erik Zabel
428,2002-07-13,7 ,176.0,Stage,"    Bagnoles-de-l'Orne (Basse-Normandie), France ","Avranches (Basse-Normandie), France",,Bradley,McGee,Australia ,N,,1976-02-24,,,,,43  years,1976-02-24,Blacktown (New South Wales), Australia ,,,,1998,2008,0,0,0,0,10,0,0,0,0,10,Bradley McGee
429,2002-07-14,8 ,217.5,Stage,"    Saint-Martin-de-Landelles (Basse-Normandie), France ","Plouay (Bretagne), France",,Karsten,Kroon,The Netherlands ,N,,1976-01-29,,,,,43  years,1976-01-29,Dalen (Drenthe), The Netherlands ,,,,1999,2014,0,0,0,0,15,0,0,0,0,15,Karsten Kroon
430,2002-07-15,9 ,52.0,Individual Time Trial,"    Lanester (Bretagne), France ","Lorient (Bretagne), France",,Santiago,Botero Echeverry,Colombia ,N,,1972-10-27,,,,,46  years,1972-10-27,Medellín (Antioquia), Colombia ,,,,1996,2008,0,0,0,0,12,0,0,0,0,12,Santiago Botero Echeverry
431,2002-07-17,10 ,147.0,Stage,"    Bazas (Aquitaine), France ","Pau (Aquitaine), France",,Patrice,Halgand,France ,N,,1974-02-03,,,,,45  years,1974-02-03,Saint-Nazaire (Pays de la Loire), France ,,,,1995,2008,0,0,0,0,13,0,0,0,0,13,Patrice Halgand
432,2002-07-18,11 ,158.0,Stage,"    Pau (Aquitaine), France ","Col du Tourmalet (Midi-Pyrenees), France",,Lance,Armstrong,United States of America ,N,,1971-09-18,,,,,47  years,1971-09-18,Plano (Texas), United States of America ,,,,1992,2005,2009,2011,0,0,13,4,2,0,0,15,Lance Armstrong
433,2002-07-19,12 ,199.5,Stage,"    Lannemezan (Midi-Pyrenees), France ","Plateau de Beille (Midi-Pyrenees), France",,Lance,Armstrong,United States of America ,N,,1971-09-18,,,,,47  years,1971-09-18,Plano (Texas), United States of America ,,,,1992,2005,2009,2011,0,0,13,4,2,0,0,15,Lance Armstrong
434,2002-07-20,13 ,171.0,Stage,"    Lavelanet (Midi-Pyrenees), France ","Béziers (Languedoc-Roussillon), France",,David,Millar,Great Britain ,N,,1977-04-01,,,,,42  years,1977-04-01,Mtarfa , Malta ,,,,1997,2014,0,0,0,0,17,0,0,0,0,17,David Millar
435,2002-07-21,14 ,221.0,Stage,"    Lodève (Languedoc-Roussillon), France ","Mont Ventoux (Provence-Alpes-Cote d'Azur), France",,Richard,Virenque,France ,N,,1969-11-19,,,,,49  years,1969-11-19,Casablanca (Grand Casablanca), Morocco ,,,,1991,2004,0,0,0,0,13,0,0,0,0,13,Richard Virenque
436,2002-07-23,15 ,226.5,Stage,"    Vaison-la-Romaine (Provence-Alpes-Cote d'Azur), France ","Les Deux Alpes (Provence-Alpes-Cote d'Azur), France",,Santiago,Botero Echeverry,Colombia ,N,,1972-10-27,,,,,46  years,1972-10-27,Medellín (Antioquia), Colombia ,,,,1996,2008,0,0,0,0,12,0,0,0,0,12,Santiago Botero Echeverry
437,2002-07-24,16 ,179.5,Stage,"    Les Deux Alpes (Provence-Alpes-Cote d'Azur), France ","La Plaine (Provence-Alpes-Cote d'Azur), France",,Michael,Boogerd,The Netherlands ,N,,1972-05-28,,,,,47  years,1972-05-28,Den Haag (Zuid-Holland), The Netherlands ,,,,1994,2007,0,0,0,0,13,0,0,0,0,13,Michael Boogerd
438,2002-07-25,17 ,142.0,Stage,"    Aime (Rhone-Alpes), France ","Cluses (Rhone-Alpes), France",,Dario,Frigo,Italy ,N,,1973-09-18,,,,,45  years,1973-09-18,Torino (Piemonte), Italy ,,,,1996,2005,0,0,0,0,9,0,0,0,0,9,Dario Frigo
439,2002-07-26,18 ,176.5,Stage,"    Cluses (Rhone-Alpes), France ","Bourg-en-Bresse (Rhone-Alpes), France",,Thor,Hushovd,Norway ,N,,1978-01-18,,,,,41  years,1978-01-18,Grimstad (Aust-Agder), Norway ,,,,2000,2014,0,0,0,0,14,0,0,0,0,14,Thor Hushovd
440,2002-07-27,19 ,50.0,Individual Time Trial,"    Régnié (Rhone-Alpes), France ","Mâcon (Bourgogne), France",,Lance,Armstrong,United States of America ,N,,1971-09-18,,,,,47  years,1971-09-18,Plano (Texas), United States of America ,,,,1992,2005,2009,2011,0,0,13,4,2,0,0,15,Lance Armstrong
441,2002-07-28,20 ,140.0,Stage,"    Melun (Ile-de-France), France ","Paris (Ile-de-France), France",,Robbie,McEwen,Australia ,N,,1972-06-24,,,,,47  years,1972-06-24,Brisbane (Queensland), Australia ,,,,1996,2012,0,0,0,0,16,0,0,0,0,16,Robbie McEwen
442,2002-07-28,Total Distance,0.0,General Classification,,,WT/WT/GT,Lance,Armstrong,United States of America ,N,,1971-09-18,,,,,47  years,1971-09-18,Plano (Texas), United States of America ,,,,1992,2005,2009,2011,0,0,13,4,2,0,0,15,Lance Armstrong
443,2002-07-28,Total Distance,0.0,Points Classification,,,WT/WT/GT,Robbie,McEwen,Australia ,N,,1972-06-24,,,,,47  years,1972-06-24,Brisbane (Queensland), Australia ,,,,1996,2012,0,0,0,0,16,0,0,0,0,16,Robbie McEwen
444,2002-07-28,Total Distance,0.0,Mountains Classification,,,WT/WT/GT,Laurent,Jalabert,France ,N,,1968-11-30,,,,,50  years,1968-11-30,Mazamet (Midi-Pyrenees), France ,,,,1989,2002,0,0,0,0,13,0,0,0,0,13,Laurent Jalabert
445,2002-07-28,Total Distance,0.0,Young Rider Classification,,,WT/WT/GT,Ivan,Basso,Italy ,N,,1977-11-26,,,,,41  years,1977-11-26,Gallarate (Lombardia), Italy ,,,,1999,2015,0,0,0,0,16,0,0,0,0,16,Ivan Basso
446,2001-07-07,Prologue,8.2,Prologue,"    Dunkerque (Nord-Pas-de-Calais), France ","Dunkerque (Nord-Pas-de-Calais), France",,Christophe,Moreau,France ,N,,1971-12-04,,,,,48  years,1971-12-04,Vervins (Picardie), France ,,,,1995,2010,0,0,0,0,15,0,0,0,0,15,Christophe Moreau
447,2001-08-07,1 ,194.5,Stage,"    Saint-Omer (Basse-Normandie), France ","Boulogne-sur-Mer (Nord-Pas-de-Calais), France",,Erik,Zabel,Germany ,Y,   GDR ,1970-07-07, 03-10-1990,,,,49  years,1970-07-07,Berlin (Berlin), Germany ,,,,1992,2008,0,0,0,0,16,0,0,0,0,16,Erik Zabel
448,2001-09-07,2 ,220.5,Stage,"    Calais (Nord-Pas-de-Calais), France ","Antwerpen (Antwerpen), Belgium",,Marc,Wauters,Belgium ,N,,1969-02-23,,,,,50  years,1969-02-23,Hasselt (Limburg), Belgium ,,,,1991,2006,0,0,0,0,15,0,0,0,0,15,Marc Wauters
449,2001-10-07,3 ,198.5,Stage,"    Antwerpen (Antwerpen), Belgium ","Seraing (Liege), Belgium",,Erik,Zabel,Germany ,Y,   GDR ,1970-07-07, 03-10-1990,,,,49  years,1970-07-07,Berlin (Berlin), Germany ,,,,1992,2008,0,0,0,0,16,0,0,0,0,16,Erik Zabel
450,2001-11-07,4 ,215.0,Stage,"    Huy (Liege), Belgium ","Verdun (Lorraine), France",,Laurent,Jalabert,France ,N,,1968-11-30,,,,,50  years,1968-11-30,Mazamet (Midi-Pyrenees), France ,,,,1989,2002,0,0,0,0,13,0,0,0,0,13,Laurent Jalabert
451,2001-12-07,5 ,67.0,Team Time Trial,"    Verdun (Lorraine), France ","Bar-le-Duc (Lorraine), France",,Bobby,Julich,United States of America ,N,,1971-11-18,,,,,47  years,1971-11-18,Corpus Christi (Texas), United States of America ,,,,1992,2008,0,0,0,0,16,0,0,0,0,16,Bobby Julich
452,2001-07-13,6 ,211.5,Stage,"    Commercy (Lorraine), France ","Strasbourg (Alsace), France",,Jaan,Kirsipuu,Estonia ,Y,   URS ,1969-07-17, 05-09-1991,,,,50  years,1969-07-17,Tartu (Tartumaa), Estonia ,,,,1993,2006,2009,2012,0,0,13,3,3,0,0,16,Jaan Kirsipuu
453,2001-07-14,7 ,162.0,Stage,"    Strasbourg (Alsace), France ","Colmar (Alsace), France",,Laurent,Jalabert,France ,N,,1968-11-30,,,,,50  years,1968-11-30,Mazamet (Midi-Pyrenees), France ,,,,1989,2002,0,0,0,0,13,0,0,0,0,13,Laurent Jalabert
454,2001-07-15,8 ,222.5,Stage,"    Colmar (Alsace), France ","Pontarlier (Franche-Comte), France",,Erik,Dekker,The Netherlands ,N,,1970-08-21,,,,,49  years,1970-08-21,Hoogeveen (Drenthe), The Netherlands ,,,,1992,2006,0,0,0,0,14,0,0,0,0,14,Erik Dekker
455,2001-07-16,9 ,185.0,Stage,"    Pontarlier (Franche-Comte), France ","Aix-les-Bains (Rhone-Alpes), France",,Serguei,Ivanov,Russia ,N,,1975-05-03,,,,,44  years,1975-05-03,Cheboksary , USSR ,,,,1996,2011,0,0,0,0,15,0,0,0,0,15,Serguei Ivanov
456,2001-07-17,10 ,209.0,Stage,"    Aix-les-Bains (Rhone-Alpes), France ","L'Alpe-d'Huez (Rhone-Alpes), France",,Lance,Armstrong,United States of America ,N,,1971-09-18,,,,,47  years,1971-09-18,Plano (Texas), United States of America ,,,,1992,2005,2009,2011,0,0,13,4,2,0,0,15,Lance Armstrong
457,2001-07-18,11 ,32.0,Individual Time Trial,"    Grenoble (Rhone-Alpes), France ","Chamrousse (Rhone-Alpes), France",,Lance,Armstrong,United States of America ,N,,1971-09-18,,,,,47  years,1971-09-18,Plano (Texas), United States of America ,,,,1992,2005,2009,2011,0,0,13,4,2,0,0,15,Lance Armstrong
458,2001-07-20,12 ,166.0,Stage,"    Perpignan (Languedoc-Roussillon), France ","Ax-les-Thermes (Midi-Pyrenees), France",,,,,N,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,
459,2001-07-21,13 ,194.0,Stage,"    Foix-sur-Ariège (Midi-Pyrenees), France ","Pla d'Adet (Midi-Pyrenees), France",,Lance,Armstrong,United States of America ,N,,1971-09-18,,,,,47  years,1971-09-18,Plano (Texas), United States of America ,,,,1992,2005,2009,2011,0,0,13,4,2,0,0,15,Lance Armstrong
460,2001-07-22,14 ,141.5,Stage,"    Tarbes (Midi-Pyrenees), France ","Luz (Midi-Pyrenees), France",,Roberto,Laiseka Jaio,Spain ,N,,1969-06-17,,,,,50  years,1969-06-17,Guernica (Pais Vasco), Spain ,,,,1994,2006,0,0,0,0,12,0,0,0,0,12,Roberto Laiseka Jaio
461,2001-07-24,15 ,232.5,Stage,"    Pau (Aquitaine), France ","Lavaur (Midi-Pyrenees), France",,Rik,Verbrugghe,Belgium ,N,,1974-07-23,,,,,45  years,1974-07-23,Tienen (Brabant), Belgium ,,,,1996,2008,0,0,0,0,12,0,0,0,0,12,Rik Verbrugghe
462,2001-07-25,16 ,227.5,Stage,"    Castelsarrasin (Midi-Pyrenees), France ","Sarran (Midi-Pyrenees), France",,Jens,Voigt,Germany ,N,,1971-09-17,,,,,47  years,1971-09-17,Grevesmühlen (Mecklenburg-Vorpommern), Germany ,,,,1997,2014,0,0,0,0,17,0,0,0,0,17,Jens Voigt
463,2001-07-26,17 ,194.0,Stage,"    Brive-la-Gaillarde (Limousin), France ","Montluçon (Auvergne), France",,Serge,Baguet,Belgium ,N,,1969-08-18,,,,,47 years,1969-08-18,Opbrakel (Oost-Vlaanderen), Belgium ,08-02-2017,    Sint-Lievens-Houtem (Oost-Vlaanderen), Belgium,1991,1996,2000,2007,0,0,5,4,7,0,0,12,Serge Baguet
464,2001-07-27,18 ,61.0,Individual Time Trial,"    Montluçon (Auvergne), France ","Saint-Amand-Montrond (Centre), France",,Lance,Armstrong,United States of America ,N,,1971-09-18,,,,,47  years,1971-09-18,Plano (Texas), United States of America ,,,,1992,2005,2009,2011,0,0,13,4,2,0,0,15,Lance Armstrong
465,2001-07-28,19 ,149.5,Stage,"    Orléans (Centre), France ","Évry (Ile-de-France), France",,Erik,Zabel,Germany ,Y,   GDR ,1970-07-07, 03-10-1990,,,,49  years,1970-07-07,Berlin (Berlin), Germany ,,,,1992,2008,0,0,0,0,16,0,0,0,0,16,Erik Zabel
466,2001-07-29,20 ,160.5,Stage,"    Corbeil-Essonnes (Ile-de-France), France ","Paris (Ile-de-France), France",,Ján,Svorada,Czech Republic ,Y,   TCH ,1968-08-28, 31-12-1992,   SVK ,1993-01-01, 31-12-1995,50  years,1968-08-28,Trenčín , Czechoslovakia ,,,,1991,2005,0,0,0,0,14,0,0,0,0,14,Ján Svorada
467,2001-07-29,Total Distance,3458.0,Points Classification,"    Dunkerque (Nord-Pas-de-Calais), France ","Paris (Ile-de-France), France",,Erik,Zabel,Germany ,Y,   GDR ,1970-07-07, 03-10-1990,,,,49  years,1970-07-07,Berlin (Berlin), Germany ,,,,1992,2008,0,0,0,0,16,0,0,0,0,16,Erik Zabel
468,2001-07-29,Total Distance,3458.0,Mountains Classification,"    Dunkerque (Nord-Pas-de-Calais), France ","Paris (Ile-de-France), France",,Laurent,Jalabert,France ,N,,1968-11-30,,,,,50  years,1968-11-30,Mazamet (Midi-Pyrenees), France ,,,,1989,2002,0,0,0,0,13,0,0,0,0,13,Laurent Jalabert
469,2001-07-29,Total Distance,3458.0,General Classification,"    Dunkerque (Nord-Pas-de-Calais), France ","Paris (Ile-de-France), France",,Lance,Armstrong,United States of America ,N,,1971-09-18,,,,,47  years,1971-09-18,Plano (Texas), United States of America ,,,,1992,2005,2009,2011,0,0,13,4,2,0,0,15,Lance Armstrong
470,2001-07-29,Total Distance,3458.0,Young Rider Classification,"    Dunkerque (Nord-Pas-de-Calais), France ","Paris (Ile-de-France), France",,,,,N,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,
471,2000-01-07,1 ,16.5,Stage,"    Futuroscope (Poitou-Charentes), France ","Futuroscope (Poitou-Charentes), France",,David,Millar,Great Britain ,N,,1977-04-01,,,,,42  years,1977-04-01,Mtarfa , Malta ,,,,1997,2014,0,0,0,0,17,0,0,0,0,17,David Millar
472,2000-02-07,2 ,194.0,Stage,"    Futuroscope (Poitou-Charentes), France ","Loudun (Poitou-Charentes), France",,Tom,Steels,Belgium ,N,,1971-02-09,,,,,47  years,1971-02-09,Sint-Gillis-Waas (Oost-Vlaanderen), Belgium ,,,,1994,2008,0,0,0,0,14,0,0,0,0,14,Tom Steels
473,2000-03-07,3 ,161.5,Stage,"    Loudun (Poitou-Charentes), France ","Nantes (Pays de la Loire), France",,Tom,Steels,Belgium ,N,,1971-02-09,,,,,47  years,1971-02-09,Sint-Gillis-Waas (Oost-Vlaanderen), Belgium ,,,,1994,2008,0,0,0,0,14,0,0,0,0,14,Tom Steels
474,2000-04-07,4 ,70.0,Team Time Trial,"    Nantes (Pays de la Loire), France ","Saint-Nazaire (Pays de la Loire), France",,,, ,N,,,,,,, years,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,
475,2000-05-07,5 ,202.0,Stage,"    Vannes (Bretagne), France ","Vitré (Bretagne), France",,Marcel,Wüst,Germany ,N,,1967-06-08,,,,,52  years,1967-06-08,Köln (Nordrhein-Westfalen), Germany ,,,,1989,2001,0,0,0,0,12,0,0,0,0,12,Marcel Wüst
476,2000-06-07,6 ,198.5,Stage,"    Vitré (Bretagne), France "," , France",,Leon,Van Bon,The Netherlands ,N,,1972-01-28,,,,,47  years,1972-01-28,Asperen (Zuid-Holland), The Netherlands ,,,,1994,2012,0,0,0,0,18,0,0,0,0,18,Leon Van Bon
477,2000-07-07,7 ,205.5,Stage,"     , France ","Limoges (Limousin), France",,Christophe,Agnolutto,France ,N,,1969-06-12,,,,,49  years,1969-06-12,Soisy-sous-Montmorency (Ile-de-France), France ,,,,1996,2006,0,0,0,0,10,0,0,0,0,10,Christophe Agnolutto
478,2000-08-07,8 ,203.5,Stage,"    Limoges (Limousin), France ","Villeneuve-sur-Lot (Aquitaine), France",,Erik,Dekker,The Netherlands ,N,,1970-08-21,,,,,49  years,1970-08-21,Hoogeveen (Drenthe), The Netherlands ,,,,1992,2006,0,0,0,0,14,0,0,0,0,14,Erik Dekker
479,2000-09-07,9 ,181.0,Stage,"    Agen (Aquitaine), France ","Dax (Aquitaine), France",,Paolo,Bettini,Italy ,N,,1974-01-04,,,,,45  years,1974-01-04,Cecina (Toscana), Italy ,,,,1997,2008,0,0,0,0,11,0,0,0,0,11,Paolo Bettini
480,2000-10-07,10 ,205.0,Stage,"    Dax (Aquitaine), France ","Lourdes (Midi-Pyrenees), France",,Javier,Otxoa Palacios,Spain ,N,,1974-08-30,,,,,43 years,1974-08-30,Baracaldo (Pais Vasco), Spain ,24-08-2018,    Alhaurín de la Torre (Andalucia), Spain,1997,2001,0,0,0,0,4,0,0,0,0,4,Javier Otxoa Palacios
481,2000-11-07,11 ,218.5,Stage,"    Bagnères-de-Bigorre (Midi-Pyrenees), France ","Revel (Midi-Pyrenees), France",,Erik,Dekker,The Netherlands ,N,,1970-08-21,,,,,49  years,1970-08-21,Hoogeveen (Drenthe), The Netherlands ,,,,1992,2006,0,0,0,0,14,0,0,0,0,14,Erik Dekker
482,2000-07-13,12 ,149.0,Stage,"    Carpentras (Provence-Alpes-Cote d'Azur), France ","Mont Ventoux (Provence-Alpes-Cote d'Azur), France",,Marco,Pantani,Italy ,N,,1970-01-13,,,,,34 years,1970-01-13,Cesena (Emilia-Romagna), Italy ,14-02-2004,    Rimini (Emilia-Romagna), Italy,1992,2003,0,0,0,0,11,0,0,0,0,11,Marco Pantani
483,2000-07-14,13 ,185.5,Stage,"    Avignon (Provence-Alpes-Cote d'Azur), France ","Draguignan (Provence-Alpes-Cote d'Azur), France",,José Vicente,García Acosta,Spain ,N,,1972-04-08,,,,,47  years,1972-04-08,Donostia/San Sebastián (Pais Vasco), Spain ,,,,1995,2011,0,0,0,0,16,0,0,0,0,16,José Vicente García Acosta
484,2000-07-15,14 ,249.0,Stage,"    Draguignan (Provence-Alpes-Cote d'Azur), France ","Briançon (Provence-Alpes-Cote d'Azur), France",,Santiago,Botero Echeverry,Colombia ,N,,1972-10-27,,,,,46  years,1972-10-27,Medellín (Antioquia), Colombia ,,,,1996,2008,0,0,0,0,12,0,0,0,0,12,Santiago Botero Echeverry
485,2000-07-16,15 ,173.5,Stage,"    Briançon (Provence-Alpes-Cote d'Azur), France ","Courchevel (Rhone-Alpes), France",,Marco,Pantani,Italy ,N,,1970-01-13,,,,,34 years,1970-01-13,Cesena (Emilia-Romagna), Italy ,14-02-2004,    Rimini (Emilia-Romagna), Italy,1992,2003,0,0,0,0,11,0,0,0,0,11,Marco Pantani
486,2000-07-18,16 ,196.0,Stage,"    Courchevel (Rhone-Alpes), France ","Morzine (Rhone-Alpes), France",,Richard,Virenque,France ,N,,1969-11-19,,,,,49  years,1969-11-19,Casablanca (Grand Casablanca), Morocco ,,,,1991,2004,0,0,0,0,13,0,0,0,0,13,Richard Virenque
487,2000-07-19,17 ,155.0,Stage,"    Évian-les-Bains (Rhone-Alpes), France ","Lausanne (Vaud), Switzerland",,Erik,Dekker,The Netherlands ,N,,1970-08-21,,,,,49  years,1970-08-21,Hoogeveen (Drenthe), The Netherlands ,,,,1992,2006,0,0,0,0,14,0,0,0,0,14,Erik Dekker
488,2000-07-20,18 ,246.5,Stage,"    Lausanne (Vaud), Switzerland ","Freiburg im Breisgau (Baden-Wurttemberg), Germany",,Salvatore,Commesso,Italy ,N,,1975-03-28,,,,,44  years,1975-03-28,Torre del Greco (Campania), Italy ,,,,1998,2010,0,0,0,0,12,0,0,0,0,12,Salvatore Commesso
489,2000-07-21,19 ,58.5,Individual Time Trial,"    Freiburg im Breisgau (Baden-Wurttemberg), Germany ","Mulhouse (Alsace), France",,Lance,Armstrong,United States of America ,N,,1971-09-18,,,,,47  years,1971-09-18,Plano (Texas), United States of America ,,,,1992,2005,2009,2011,0,0,13,4,2,0,0,15,Lance Armstrong
490,2000-07-22,20 ,254.5,Stage,"    Belfort (Franche-Comte), France ","Troyes (Champagne-Ardenne), France",,Erik,Zabel,Germany ,Y,   GDR ,1970-07-07, 03-10-1990,,,,49  years,1970-07-07,Berlin (Berlin), Germany ,,,,1992,2008,0,0,0,0,16,0,0,0,0,16,Erik Zabel
491,2000-07-23,21 ,138.0,Stage,"    Paris (Ile-de-France), France ","Paris (Ile-de-France), France",,Stefano,Zanini,Italy ,N,,1969-01-23,,,,,50  years,1969-01-23,Varese (Lombardia), Italy ,,,,1991,2007,0,0,0,0,16,0,0,0,0,16,Stefano Zanini
492,2000-07-23,Total Distance,3662.0,Mountains Classification,"    Futuroscope (Poitou-Charentes), France ","Paris (Ile-de-France), France",,Santiago,Botero Echeverry,Colombia ,N,,1972-10-27,,,,,46  years,1972-10-27,Medellín (Antioquia), Colombia ,,,,1996,2008,0,0,0,0,12,0,0,0,0,12,Santiago Botero Echeverry
493,2000-07-23,Total Distance,3662.0,Young Rider Classification,"    Futuroscope (Poitou-Charentes), France ","Paris (Ile-de-France), France",,Francisco,Mancebo Pérez,Spain ,N,,1976-09-03,,,,,43  years,1976-09-03,Madrid (Madrid), Spain ,,,,1998,0,0,0,0,0,0,0,0,0,0,21,Francisco Mancebo Pérez
494,2000-07-23,Total Distance,3662.0,General Classification,"    Futuroscope (Poitou-Charentes), France ","Paris (Ile-de-France), France",,Lance,Armstrong,United States of America ,N,,1971-09-18,,,,,47  years,1971-09-18,Plano (Texas), United States of America ,,,,1992,2005,2009,2011,0,0,13,4,2,0,0,15,Lance Armstrong
495,1999-03-07,Prologue,6.8,Prologue,"    Le Puy (Aquitaine), France ","Le Puy (Aquitaine), France",,Lance,Armstrong,United States of America ,N,,1971-09-18,,,,,47  years,1971-09-18,Plano (Texas), United States of America ,,,,1992,2005,2009,2011,0,0,13,4,2,0,0,15,Lance Armstrong
