0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
,Name:,Lance,Family name:,Armstrong,Nationality:,United States of America ,Gender:, ,Age:,47  years,Date of birth:,18-09-1971,Place of birth:,"Plano (Texas), United States of America ",Professional:,1992-20052009-16/02/2011,Websites:,http://www.lancearmstrong.com/, ,Lance Armstrong USADA report, ,,,,,
,Name:,Giuseppe,Family name:,Guerini,Nationality:,Italy ,Gender:, ,Age:,49  years,Date of birth:,14-02-1970,Place of birth:,"Gazzaniga (Lombardia), Italy ",Professional:,1993-2007,, , ,,,,,,,
,Name:,Ludo,Family name:,Dierckxsens,Nationality:,Belgium ,Gender:, ,Age:,54  years,Date of birth:,14-10-1964,Place of birth:,"Geel (Antwerpen), Belgium ",Professional:,1994-2005,, , ,,,,,,,
,Name:,David,Family name:,Etxebarria Alkorta,Nationality:,Spain ,Gender:, ,Age:,46  years,Date of birth:,23-07-1973,Place of birth:,"Abadiano (Pais Vasco), Spain ",Professional:,1994-2006,, , ,,,,,,,
,Name:,Salvatore,Family name:,Commesso,Nationality:,Italy ,Gender:, ,Age:,44  years,Date of birth:,28-03-1975,Place of birth:,"Torre del Greco (Campania), Italy ",Professional:,1998-2010,, , ,,,,,,,
,Name:,Dmitri,Family name:,Konychev,Nationality:,Russia ,Gender:, ,Age:,53  years,Date of birth:,08-02-1966,Place of birth:,"Moscou (Moscou City), Russia ",Professional:,1989-2006,, , ,,,,,,,
,Name:,Fernando,Family name:,Escartín Coti,Nationality:,Spain ,Gender:, ,Age:,51  years,Date of birth:,24-01-1968,Place of birth:,"Biescas (Aragon), Spain ",Professional:,1990-2002,, , ,,,,,,,
,Name:,David,Family name:,Etxebarria Alkorta,Nationality:,Spain ,Gender:, ,Age:,46  years,Date of birth:,23-07-1973,Place of birth:,"Abadiano (Pais Vasco), Spain ",Professional:,1994-2006,, , ,,,,,,,
,Name:,Tom,Family name:,Steels,Nationality:,Belgium ,Gender:, ,Age:,47  years,Date of birth:,02-09-1971,Place of birth:,"Sint-Gillis-Waas (Oost-Vlaanderen), Belgium ",Professional:,1994-2008,, , ,,,,,,,
,Name:,Giampaolo,Family name:,Mondini,Nationality:,Italy ,Gender:, ,Age:,47  years,Date of birth:,15-07-1972,Place of birth:,"Faenza (Emilia-Romagna), Italy ",Professional:,1996-2003,, , ,,,,,,,
,Name:,Lance,Family name:,Armstrong,Nationality:,United States of America ,Gender:, ,Age:,47  years,Date of birth:,18-09-1971,Place of birth:,"Plano (Texas), United States of America ",Professional:,1992-20052009-16/02/2011,Websites:,http://www.lancearmstrong.com/, ,Lance Armstrong USADA report, ,,,,,
,Name:,Robbie,Family name:,McEwen,Nationality:,Australia ,Gender:, ,Age:,47  years,Date of birth:,24-06-1972,Place of birth:,"Brisbane (Queensland), Australia ",Professional:,1996-2012,, , ,,,,,,,
,Name:,Erik,Family name:,Zabel,Nationality:,Germany ,,   GDR from 07-07-1970 until 03-10-1990,Gender:, ,Age:,49  years,Date of birth:,07-07-1970,Place of birth:,"Berlin (Berlin), Germany ",Professional:,1992-2008,Websites:,http://www.sprintervert.beepworld.de/, , ,,,,
,Name:,Richard,Family name:,Virenque,Nationality:,France ,Gender:, ,Age:,49  years,Date of birth:,19-11-1969,Place of birth:,"Casablanca (Grand Casablanca), Morocco ",Professional:,1991-2004,, , ,,,,,,,
,Name:,Lance,Family name:,Armstrong,Nationality:,United States of America ,Gender:, ,Age:,47  years,Date of birth:,18-09-1971,Place of birth:,"Plano (Texas), United States of America ",Professional:,1992-20052009-16/02/2011,Websites:,http://www.lancearmstrong.com/, ,Lance Armstrong USADA report, ,,,,,
,Name:,Chris,Family name:,Boardman,Nationality:,Great Britain ,Gender:, ,Age:,51  years,Date of birth:,26-08-1968,Place of birth:,"Hoylake (Merseyside), Great Britain ",Professional:,1993-2000,, , ,,,,,,,
,Name:,Tom,Family name:,Steels,Nationality:,Belgium ,Gender:, ,Age:,47  years,Date of birth:,02-09-1971,Place of birth:,"Sint-Gillis-Waas (Oost-Vlaanderen), Belgium ",Professional:,1994-2008,, , ,,,,,,,
,Name:,Ján,Family name:,Svorada,Nationality:,Czech Republic ,,   TCH from 28-08-1968 until 31-12-1992,   SVK from 01-01-1993 until 31-12-1995,Gender:, ,Age:,50  years,Date of birth:,28-08-1968,Place of birth:,"Trenčín , Czechoslovakia ",Professional:,1991-2005,, , ,,,,
,Name:,Jens,Family name:,Heppner,Nationality:,Germany ,,   GDR from 23-12-1965 until 02-10-1990,Gender:, ,Age:,54  years,Date of birth:,23-12-1964,Place of birth:,"Gera (Thuringen), German Democratic Republik ",Professional:,1991-2005,, , ,,,,,
,Name:,Jeroen,Family name:,Blijlevens,Nationality:,The Netherlands ,Gender:, ,Age:,47  years,Date of birth:,29-12-1971,Place of birth:,"Rijen (Noord-Brabant), The Netherlands ",Professional:,1994-2004,, , ,,,,,,,
,Name:,Mario,Family name:,Cipollini,Nationality:,Italy ,Gender:, ,Age:,52  years,Date of birth:,22-03-1967,Place of birth:,"Lucca (Toscana), Italy ",Professional:,1989-20052008,, , ,,,,,,,
,Name:,Mario,Family name:,Cipollini,Nationality:,Italy ,Gender:, ,Age:,52  years,Date of birth:,22-03-1967,Place of birth:,"Lucca (Toscana), Italy ",Professional:,1989-20052008,, , ,,,,,,,
,Name:,Jan,Family name:,Ullrich,Nationality:,Germany ,Gender:, ,Age:,45  years,Date of birth:,02-12-1973,Place of birth:,"Rostock (Mecklenburg-Vorpommern), German Democratic Republik ",Professional:,1995-2006,, , ,,,,,,,
,Name:,Jacky,Family name:,Durand,Nationality:,France ,Gender:, ,Age:,52  years,Date of birth:,10-02-1967,Place of birth:,"Laval (Pays de la Loire), France ",Professional:,1990-2004,Websites:,http://allezjackydurand.free.fr, , ,,,,,,
,Name:,Leon,Family name:,Van Bon,Nationality:,The Netherlands ,Gender:, ,Age:,47  years,Date of birth:,28-01-1972,Place of birth:,"Asperen (Zuid-Holland), The Netherlands ",Professional:,1994-2012,, , ,,,,,,,
,Name:,Rodolfo,Family name:,Massi,Nationality:,Italy ,Gender:, ,Age:,53  years,Date of birth:,17-09-1965,Place of birth:,"Corinaldo (Marche), Italy ",Professional:,1987-2003,, , ,,,,,,,
,Name:,Marco,Family name:,Pantani,Nationality:,Italy ,Gender:, ,Age:,34 years,Date of birth:,13-01-1970,Place of birth:,"Cesena (Emilia-Romagna), Italy ",Date of death:14-02-2004Place of death: ,"    Rimini (Emilia-Romagna), Italy",Professional:,1992-2003,Websites:,http://www.pantani.it,http://www.marco-pantani.com/, , ,,,
,Name:,Tom,Family name:,Steels,Nationality:,Belgium ,Gender:, ,Age:,47  years,Date of birth:,02-09-1971,Place of birth:,"Sint-Gillis-Waas (Oost-Vlaanderen), Belgium ",Professional:,1994-2008,, , ,,,,,,,
,Name:,Daniele,Family name:,Nardello,Nationality:,Italy ,Gender:, ,Age:,47  years,Date of birth:,02-08-1972,Place of birth:,"Varese (Lombardia), Italy ",Professional:,1994-2009,, , ,,,,,,,
,Name:,Stuart,Family name:,O'Grady,Nationality:,Australia ,Gender:, ,Age:,46  years,Date of birth:,06-08-1973,Place of birth:,"Adelaide (South Australia), Australia ",Professional:,1995-2013,, , ,,,,,,,
,Name:,Marco,Family name:,Pantani,Nationality:,Italy ,Gender:, ,Age:,34 years,Date of birth:,13-01-1970,Place of birth:,"Cesena (Emilia-Romagna), Italy ",Date of death:14-02-2004Place of death: ,"    Rimini (Emilia-Romagna), Italy",Professional:,1992-2003,Websites:,http://www.pantani.it,http://www.marco-pantani.com/, , ,,,
,Name:,Jan,Family name:,Ullrich,Nationality:,Germany ,Gender:, ,Age:,45  years,Date of birth:,02-12-1973,Place of birth:,"Rostock (Mecklenburg-Vorpommern), German Democratic Republik ",Professional:,1995-2006,, , ,,,,,,,
,Name:,X,Family name:,X,Nationality:,Unknown ,Gender:, ,Date of birth:,00-00-0000,Place of birth:, ,, , ,,,,,,,,,,,
,Name:,Tom,Family name:,Steels,Nationality:,Belgium ,Gender:, ,Age:,47  years,Date of birth:,02-09-1971,Place of birth:,"Sint-Gillis-Waas (Oost-Vlaanderen), Belgium ",Professional:,1994-2008,, , ,,,,,,,
,Name:,Magnus,Family name:,Bäckstedt,Nationality:,Sweden ,Gender:, ,Age:,44  years,Date of birth:,30-01-1975,Place of birth:,"Linköping (Ostergotlands Lan), Sweden ",Professional:,1996-2009,, , ,,,,,,,
,Name:,Jan,Family name:,Ullrich,Nationality:,Germany ,Gender:, ,Age:,45  years,Date of birth:,02-12-1973,Place of birth:,"Rostock (Mecklenburg-Vorpommern), German Democratic Republik ",Professional:,1995-2006,, , ,,,,,,,
,Name:,Tom,Family name:,Steels,Nationality:,Belgium ,Gender:, ,Age:,47  years,Date of birth:,02-09-1971,Place of birth:,"Sint-Gillis-Waas (Oost-Vlaanderen), Belgium ",Professional:,1994-2008,, , ,,,,,,,
,Name:,Erik,Family name:,Zabel,Nationality:,Germany ,,   GDR from 07-07-1970 until 03-10-1990,Gender:, ,Age:,49  years,Date of birth:,07-07-1970,Place of birth:,"Berlin (Berlin), Germany ",Professional:,1992-2008,Websites:,http://www.sprintervert.beepworld.de/, , ,,,,
,Name:,Christophe,Family name:,Rinero,Nationality:,France ,Gender:, ,Age:,45  years,Date of birth:,29-12-1973,Place of birth:,"Moissac (Midi-Pyrenees), France ",Professional:,1996-2008,, , ,,,,,,,
,Name:,Marco,Family name:,Pantani,Nationality:,Italy ,Gender:, ,Age:,34 years,Date of birth:,13-01-1970,Place of birth:,"Cesena (Emilia-Romagna), Italy ",Date of death:14-02-2004Place of death: ,"    Rimini (Emilia-Romagna), Italy",Professional:,1992-2003,Websites:,http://www.pantani.it,http://www.marco-pantani.com/, , ,,,
,Name:,Jan,Family name:,Ullrich,Nationality:,Germany ,Gender:, ,Age:,45  years,Date of birth:,02-12-1973,Place of birth:,"Rostock (Mecklenburg-Vorpommern), German Democratic Republik ",Professional:,1995-2006,, , ,,,,,,,
,Name:,Chris,Family name:,Boardman,Nationality:,Great Britain ,Gender:, ,Age:,51  years,Date of birth:,26-08-1968,Place of birth:,"Hoylake (Merseyside), Great Britain ",Professional:,1993-2000,, , ,,,,,,,
,Name:,Mario,Family name:,Cipollini,Nationality:,Italy ,Gender:, ,Age:,52  years,Date of birth:,22-03-1967,Place of birth:,"Lucca (Toscana), Italy ",Professional:,1989-20052008,, , ,,,,,,,
,Name:,Mario,Family name:,Cipollini,Nationality:,Italy ,Gender:, ,Age:,52  years,Date of birth:,22-03-1967,Place of birth:,"Lucca (Toscana), Italy ",Professional:,1989-20052008,, , ,,,,,,,
,Name:,Erik,Family name:,Zabel,Nationality:,Germany ,,   GDR from 07-07-1970 until 03-10-1990,Gender:, ,Age:,49  years,Date of birth:,07-07-1970,Place of birth:,"Berlin (Berlin), Germany ",Professional:,1992-2008,Websites:,http://www.sprintervert.beepworld.de/, , ,,,,
,Name:,Nicola,Family name:,Minali,Nationality:,Italy ,Gender:, ,Age:,49  years,Date of birth:,10-11-1969,Place of birth:,"Isola della Scala (Veneto), Italy ",Professional:,1993-2002,, , ,,,,,,,
,Name:,Cédric,Family name:,Vasseur,Nationality:,France ,Gender:, ,Age:,49  years,Date of birth:,18-08-1970,Place of birth:,"Haubourdin (Nord-Pas-de-Calais), France ",Professional:,1994-2007,, , ,,,,,,,
,Name:,Jeroen,Family name:,Blijlevens,Nationality:,The Netherlands ,Gender:, ,Age:,47  years,Date of birth:,29-12-1971,Place of birth:,"Rijen (Noord-Brabant), The Netherlands ",Professional:,1994-2004,, , ,,,,,,,
,Name:,Erik,Family name:,Zabel,Nationality:,Germany ,,   GDR from 07-07-1970 until 03-10-1990,Gender:, ,Age:,49  years,Date of birth:,07-07-1970,Place of birth:,"Berlin (Berlin), Germany ",Professional:,1992-2008,Websites:,http://www.sprintervert.beepworld.de/, , ,,,,
,Name:,Erik,Family name:,Zabel,Nationality:,Germany ,,   GDR from 07-07-1970 until 03-10-1990,Gender:, ,Age:,49  years,Date of birth:,07-07-1970,Place of birth:,"Berlin (Berlin), Germany ",Professional:,1992-2008,Websites:,http://www.sprintervert.beepworld.de/, , ,,,,
,Name:,Laurent,Family name:,Brochard,Nationality:,France ,Gender:, ,Age:,51  years,Date of birth:,26-03-1968,Place of birth:,"Le Mans (Pays de la Loire), France ",Professional:,1992-2007,, , ,,,,,,,
,Name:,Jan,Family name:,Ullrich,Nationality:,Germany ,Gender:, ,Age:,45  years,Date of birth:,02-12-1973,Place of birth:,"Rostock (Mecklenburg-Vorpommern), German Democratic Republik ",Professional:,1995-2006,, , ,,,,,,,
,Name:,Laurent,Family name:,Desbiens,Nationality:,France ,Gender:, ,Age:,49  years,Date of birth:,16-09-1969,Place of birth:,"Mons-en-Baroeul (Nord-Pas-de-Calais), France ",Professional:,1991-2001,, , ,,,,,,,
,Name:,Jan,Family name:,Ullrich,Nationality:,Germany ,Gender:, ,Age:,45  years,Date of birth:,02-12-1973,Place of birth:,"Rostock (Mecklenburg-Vorpommern), German Democratic Republik ",Professional:,1995-2006,, , ,,,,,,,
,Name:,Marco,Family name:,Pantani,Nationality:,Italy ,Gender:, ,Age:,34 years,Date of birth:,13-01-1970,Place of birth:,"Cesena (Emilia-Romagna), Italy ",Date of death:14-02-2004Place of death: ,"    Rimini (Emilia-Romagna), Italy",Professional:,1992-2003,Websites:,http://www.pantani.it,http://www.marco-pantani.com/, , ,,,
,Name:,Richard,Family name:,Virenque,Nationality:,France ,Gender:, ,Age:,49  years,Date of birth:,19-11-1969,Place of birth:,"Casablanca (Grand Casablanca), Morocco ",Professional:,1991-2004,, , ,,,,,,,
,Name:,Marco,Family name:,Pantani,Nationality:,Italy ,Gender:, ,Age:,34 years,Date of birth:,13-01-1970,Place of birth:,"Cesena (Emilia-Romagna), Italy ",Date of death:14-02-2004Place of death: ,"    Rimini (Emilia-Romagna), Italy",Professional:,1992-2003,Websites:,http://www.pantani.it,http://www.marco-pantani.com/, , ,,,
,Name:,Christophe,Family name:,Mengin,Nationality:,France ,Gender:, ,Age:,50  years,Date of birth:,03-09-1968,Place of birth:,"Cornimont (Lorraine), France ",Professional:,1995-2008,, , ,,,,,,,
,Name:,Neil,Family name:,Stephens,Nationality:,Australia ,Gender:, ,Age:,55  years,Date of birth:,01-10-1963,Place of birth:,"Canberra (Australian Capital Territory), Australia ",Professional:,1983-1998,, , ,,,,,,,
,Name:,Didier,Family name:,Rous,Nationality:,France ,Gender:, ,Age:,48  years,Date of birth:,18-09-1970,Place of birth:,"Montauban (Midi-Pyrenees), France ",Professional:,1993-2007,, , ,,,,,,,
,Name:,Mario,Family name:,Traversoni,Nationality:,Italy ,Gender:, ,Age:,47  years,Date of birth:,12-04-1972,Place of birth:,"Codogno (Lombardia), Italy ",Professional:,1996-2002,, , ,,,,,,,
,Name:,Abraham,Family name:,Olano Manzano,Nationality:,Spain ,Gender:, ,Age:,49  years,Date of birth:,22-01-1970,Place of birth:,"Donostia/San Sebastián (Pais Vasco), Spain ",Professional:,1992-2002,, , ,,,,,,,
,Name:,Nicola,Family name:,Minali,Nationality:,Italy ,Gender:, ,Age:,49  years,Date of birth:,10-11-1969,Place of birth:,"Isola della Scala (Veneto), Italy ",Professional:,1993-2002,, , ,,,,,,,
,Name:,Erik,Family name:,Zabel,Nationality:,Germany ,,   GDR from 07-07-1970 until 03-10-1990,Gender:, ,Age:,49  years,Date of birth:,07-07-1970,Place of birth:,"Berlin (Berlin), Germany ",Professional:,1992-2008,Websites:,http://www.sprintervert.beepworld.de/, , ,,,,
,Name:,Richard,Family name:,Virenque,Nationality:,France ,Gender:, ,Age:,49  years,Date of birth:,19-11-1969,Place of birth:,"Casablanca (Grand Casablanca), Morocco ",Professional:,1991-2004,, , ,,,,,,,
,Name:,Jan,Family name:,Ullrich,Nationality:,Germany ,Gender:, ,Age:,45  years,Date of birth:,02-12-1973,Place of birth:,"Rostock (Mecklenburg-Vorpommern), German Democratic Republik ",Professional:,1995-2006,, , ,,,,,,,
,Name:,Jan,Family name:,Ullrich,Nationality:,Germany ,Gender:, ,Age:,45  years,Date of birth:,02-12-1973,Place of birth:,"Rostock (Mecklenburg-Vorpommern), German Democratic Republik ",Professional:,1995-2006,, , ,,,,,,,
,Name:,Alex,Family name:,Zülle,Nationality:,Switzerland ,Gender:, ,Age:,51  years,Date of birth:,05-07-1968,Place of birth:,"Wil (Sankt Gallen), Switzerland ",Professional:,1991-2004,, , ,,,,,,,
,Name:,Frédéric,Family name:,Moncassin,Nationality:,France ,Gender:, ,Age:,50  years,Date of birth:,26-09-1968,Place of birth:,"Toulouse (Midi-Pyrenees), France ",Professional:,1990-1999,, , ,,,,,,,
,Name:,Mario,Family name:,Cipollini,Nationality:,Italy ,Gender:, ,Age:,52  years,Date of birth:,22-03-1967,Place of birth:,"Lucca (Toscana), Italy ",Professional:,1989-20052008,, , ,,,,,,,
,Name:,Erik,Family name:,Zabel,Nationality:,Germany ,,   GDR from 07-07-1970 until 03-10-1990,Gender:, ,Age:,49  years,Date of birth:,07-07-1970,Place of birth:,"Berlin (Berlin), Germany ",Professional:,1992-2008,Websites:,http://www.sprintervert.beepworld.de/, , ,,,,
,Name:,Cyril,Family name:,Saugrain,Nationality:,France ,Gender:, ,Age:,46  years,Date of birth:,22-06-1973,Place of birth:,"Livry-Gargan (Ile-de-France), France ",Professional:,1994-2003,, , ,,,,,,,
,Name:,Jeroen,Family name:,Blijlevens,Nationality:,The Netherlands ,Gender:, ,Age:,47  years,Date of birth:,29-12-1971,Place of birth:,"Rijen (Noord-Brabant), The Netherlands ",Professional:,1994-2004,, , ,,,,,,,
,Name:,Michael,Family name:,Boogerd,Nationality:,The Netherlands ,Gender:, ,Age:,47  years,Date of birth:,28-05-1972,Place of birth:,"Den Haag (Zuid-Holland), The Netherlands ",Professional:,1994-2007,, , ,,,,,,,
,Name:,Luc,Family name:,Leblanc,Nationality:,France ,Gender:, ,Age:,53  years,Date of birth:,04-08-1966,Place of birth:,"Limoges (Limousin), France ",Professional:,1987-1998,, , ,,,,,,,
,Name:,Evgueni,Family name:,Berzin,Nationality:,Russia ,,   URS from 03-06-1970 until 24-12-1991,Gender:, ,Age:,49  years,Date of birth:,03-06-1970,Place of birth:,"Vyborg (Leningrad), Russia ",Professional:,1993-2001,, , ,,,,,
,Name:,Bjarne,Family name:,Lykkegård Riis,Nationality:,Denmark ,Gender:, ,Age:,55  years,Date of birth:,03-04-1964,Place of birth:,"Herning (Midtjyllen), Denmark ",Professional:,1986-1999,, , ,,,,,,,
,Name:,Erik,Family name:,Zabel,Nationality:,Germany ,,   GDR from 07-07-1970 until 03-10-1990,Gender:, ,Age:,49  years,Date of birth:,07-07-1970,Place of birth:,"Berlin (Berlin), Germany ",Professional:,1992-2008,Websites:,http://www.sprintervert.beepworld.de/, , ,,,,
,Name:,José Jaime,Family name:,González Pico,Nationality:,Colombia ,Gender:, ,Age:,51  years,Date of birth:,28-07-1968,Place of birth:,"Sogamoso (Boyaca), Colombia ",Professional:,1992-2002,, , ,,,,,,,
,Name:,Pascal,Family name:,Richard,Nationality:,Switzerland ,Gender:, ,Age:,55  years,Date of birth:,16-03-1964,Place of birth:,"Vevey (Vaud), Switzerland ",Professional:,1986-2000,, , ,,,,,,,
,Name:,Rolf,Family name:,Sørensen,Nationality:,Denmark ,Gender:, ,Age:,54  years,Date of birth:,20-04-1965,Place of birth:,"Gladsaxe (Hovedstaden), Denmark ",Professional:,1986-2002,, , ,,,,,,,
,Name:,Djamolidine,Family name:,Abduzhaparov,Nationality:,Uzbekistan ,,   URS from 01-12-1963 until 17-10-1991,Gender:, ,Age:,55  years,Date of birth:,28-02-1964,Place of birth:,"Tashkent , Uzbekistan ",Professional:,1990-1997,, , ,,,,,
,Name:,Massimo,Family name:,Podenzana,Nationality:,Italy ,Gender:, ,Age:,58  years,Date of birth:,29-07-1961,Place of birth:,"La Spezia (Liguria), Italy ",Professional:,1987-2001,, , ,,,,,,,
,Name:,Bjarne,Family name:,Lykkegård Riis,Nationality:,Denmark ,Gender:, ,Age:,55  years,Date of birth:,03-04-1964,Place of birth:,"Herning (Midtjyllen), Denmark ",Professional:,1986-1999,, , ,,,,,,,
,Name:,Laurent,Family name:,Dufaux,Nationality:,Switzerland ,Gender:, ,Age:,50  years,Date of birth:,20-05-1969,Place of birth:,"Roche (Vaud), Switzerland ",Professional:,1991-2004,, , ,,,,,,,
,Name:,Bart,Family name:,Voskamp,Nationality:,The Netherlands ,Gender:, ,Age:,51  years,Date of birth:,06-06-1968,Place of birth:,"Wageningen (Gelderland), The Netherlands ",Professional:,1993-2005,, , ,,,,,,,
,Name:,Frédéric,Family name:,Moncassin,Nationality:,France ,Gender:, ,Age:,50  years,Date of birth:,26-09-1968,Place of birth:,"Toulouse (Midi-Pyrenees), France ",Professional:,1990-1999,, , ,,,,,,,
,Name:,Jan,Family name:,Ullrich,Nationality:,Germany ,Gender:, ,Age:,45  years,Date of birth:,02-12-1973,Place of birth:,"Rostock (Mecklenburg-Vorpommern), German Democratic Republik ",Professional:,1995-2006,, , ,,,,,,,
,Name:,Fabio,Family name:,Baldato,Nationality:,Italy ,Gender:, ,Age:,51  years,Date of birth:,13-06-1968,Place of birth:,"Lonigo (Veneto), Italy ",Professional:,1991-2008,, , ,,,,,,,
,Name:,Erik,Family name:,Zabel,Nationality:,Germany ,,   GDR from 07-07-1970 until 03-10-1990,Gender:, ,Age:,49  years,Date of birth:,07-07-1970,Place of birth:,"Berlin (Berlin), Germany ",Professional:,1992-2008,Websites:,http://www.sprintervert.beepworld.de/, , ,,,,
,Name:,Bjarne,Family name:,Lykkegård Riis,Nationality:,Denmark ,Gender:, ,Age:,55  years,Date of birth:,03-04-1964,Place of birth:,"Herning (Midtjyllen), Denmark ",Professional:,1986-1999,, , ,,,,,,,
,Name:,Richard,Family name:,Virenque,Nationality:,France ,Gender:, ,Age:,49  years,Date of birth:,19-11-1969,Place of birth:,"Casablanca (Grand Casablanca), Morocco ",Professional:,1991-2004,, , ,,,,,,,
,Name:,Jan,Family name:,Ullrich,Nationality:,Germany ,Gender:, ,Age:,45  years,Date of birth:,02-12-1973,Place of birth:,"Rostock (Mecklenburg-Vorpommern), German Democratic Republik ",Professional:,1995-2006,, , ,,,,,,,
,Name:,Jacky,Family name:,Durand,Nationality:,France ,Gender:, ,Age:,52  years,Date of birth:,10-02-1967,Place of birth:,"Laval (Pays de la Loire), France ",Professional:,1990-2004,Websites:,http://allezjackydurand.free.fr, , ,,,,,,
,Name:,Fabio,Family name:,Baldato,Nationality:,Italy ,Gender:, ,Age:,51  years,Date of birth:,13-06-1968,Place of birth:,"Lonigo (Veneto), Italy ",Professional:,1991-2008,, , ,,,,,,,
,Name:,Mario,Family name:,Cipollini,Nationality:,Italy ,Gender:, ,Age:,52  years,Date of birth:,22-03-1967,Place of birth:,"Lucca (Toscana), Italy ",Professional:,1989-20052008,, , ,,,,,,,
,Name:,Evgueni,Family name:,Berzin,Nationality:,Russia ,,   URS from 03-06-1970 until 24-12-1991,Gender:, ,Age:,49  years,Date of birth:,03-06-1970,Place of birth:,"Vyborg (Leningrad), Russia ",Professional:,1993-2001,, , ,,,,,
,Name:,Mario,Family name:,Cipollini,Nationality:,Italy ,Gender:, ,Age:,52  years,Date of birth:,22-03-1967,Place of birth:,"Lucca (Toscana), Italy ",Professional:,1989-20052008,, , ,,,,,,,
,Name:,Jeroen,Family name:,Blijlevens,Nationality:,The Netherlands ,Gender:, ,Age:,47  years,Date of birth:,29-12-1971,Place of birth:,"Rijen (Noord-Brabant), The Netherlands ",Professional:,1994-2004,, , ,,,,,,,
,Name:,Erik,Family name:,Zabel,Nationality:,Germany ,,   GDR from 07-07-1970 until 03-10-1990,Gender:, ,Age:,49  years,Date of birth:,07-07-1970,Place of birth:,"Berlin (Berlin), Germany ",Professional:,1992-2008,Websites:,http://www.sprintervert.beepworld.de/, , ,,,,
,Name:,Johan,Family name:,Bruyneel,Nationality:,Belgium ,Gender:, ,Age:,55  years,Date of birth:,23-08-1964,Place of birth:,"Izegem (West-Vlaanderen), Belgium ",Professional:,1987-1998,, , ,,,,,,,
,Name:,Miguel Maria,Family name:,Indurain Larraya,Nationality:,Spain ,Gender:, ,Age:,55  years,Date of birth:,16-07-1964,Place of birth:,"Villava (Navarra), Spain ",Professional:,1984-1996,, , ,,,,,,,
,Name:,Alex,Family name:,Zülle,Nationality:,Switzerland ,Gender:, ,Age:,51  years,Date of birth:,05-07-1968,Place of birth:,"Wil (Sankt Gallen), Switzerland ",Professional:,1991-2004,, , ,,,,,,,
,Name:,Marco,Family name:,Pantani,Nationality:,Italy ,Gender:, ,Age:,34 years,Date of birth:,13-01-1970,Place of birth:,"Cesena (Emilia-Romagna), Italy ",Date of death:14-02-2004Place of death: ,"    Rimini (Emilia-Romagna), Italy",Professional:,1992-2003,Websites:,http://www.pantani.it,http://www.marco-pantani.com/, , ,,,
,Name:,Maximilian,Family name:,Sciandri,Nationality:,Great Britain ,,   ITA from 15-02-1967 until 31-12-1994,Gender:, ,Age:,52  years,Date of birth:,15-02-1967,Place of birth:,"Derby (Derbyshire), Great Britain ",Professional:,1989-2004,, , ,,,,,
,Name:,Laurent,Family name:,Jalabert,Nationality:,France ,Gender:, ,Age:,50  years,Date of birth:,30-11-1968,Place of birth:,"Mazamet (Midi-Pyrenees), France ",Professional:,1989-2002,Websites:,http://www2011.laurent-jalabert.com/, , ,,,,,,
,Name:,Serguei,Family name:,Outschakov,Nationality:,Ukraine ,,   URS from 11-05-1968 until 24-12-1991,Gender:, ,Age:,51  years,Date of birth:,11-05-1968,Place of birth:,"Arkhangelsk (Kharkivs'ka Oblast'), Ukraine ",Professional:,1993-2002,, , ,,,,,
,Name:,Marco,Family name:,Pantani,Nationality:,Italy ,Gender:, ,Age:,34 years,Date of birth:,13-01-1970,Place of birth:,"Cesena (Emilia-Romagna), Italy ",Date of death:14-02-2004Place of death: ,"    Rimini (Emilia-Romagna), Italy",Professional:,1992-2003,Websites:,http://www.pantani.it,http://www.marco-pantani.com/, , ,,,
,Name:,Richard,Family name:,Virenque,Nationality:,France ,Gender:, ,Age:,49  years,Date of birth:,19-11-1969,Place of birth:,"Casablanca (Grand Casablanca), Morocco ",Professional:,1991-2004,, , ,,,,,,,
,Name:,,Family name:,,Nationality:, ,Gender:, ,Age:, years,Date of birth:,,Place of birth:,MySQL retouneerde devolgende error: Table 'wielersite_main.wcd_' doesn't exist,,,,,,,,,,,,
,Name:,Erik,Family name:,Zabel,Nationality:,Germany ,,   GDR from 07-07-1970 until 03-10-1990,Gender:, ,Age:,49  years,Date of birth:,07-07-1970,Place of birth:,"Berlin (Berlin), Germany ",Professional:,1992-2008,Websites:,http://www.sprintervert.beepworld.de/, , ,,,,
,Name:,Lance,Family name:,Armstrong,Nationality:,United States of America ,Gender:, ,Age:,47  years,Date of birth:,18-09-1971,Place of birth:,"Plano (Texas), United States of America ",Professional:,1992-20052009-16/02/2011,Websites:,http://www.lancearmstrong.com/, ,Lance Armstrong USADA report, ,,,,,
,Name:,Miguel Maria,Family name:,Indurain Larraya,Nationality:,Spain ,Gender:, ,Age:,55  years,Date of birth:,16-07-1964,Place of birth:,"Villava (Navarra), Spain ",Professional:,1984-1996,, , ,,,,,,,
,Name:,Djamolidine,Family name:,Abduzhaparov,Nationality:,Uzbekistan ,,   URS from 01-12-1963 until 17-10-1991,Gender:, ,Age:,55  years,Date of birth:,28-02-1964,Place of birth:,"Tashkent , Uzbekistan ",Professional:,1990-1997,, , ,,,,,
