0,1,2,3,4,5,6,7,8,9,10,11,12
,Date:,14-07-1988,12º stage Distance:,227 km,Road – Stage,          Departure:,"    Morzine (Rhone-Alpes), France ",              Arrival:,"L'Alpe-d'Huez (Rhone-Alpes), France",,,
,Date:,15-07-1988,13º stage Distance:,38 km,Road – Individual Time Trial,          Departure:,"    Grenoble (Rhone-Alpes), France ",              Arrival:,"Villard-de-Lans (Rhone-Alpes), France",,,
,Date:,17-07-1988,14º stage Distance:,163 km,Road – Stage,          Departure:,"    Blagnac (Midi-Pyrenees), France ",              Arrival:,"Guzet Neige (Provence-Alpes-Cote d'Azur), France",,,
,Date:,18-07-1988,15º stage Distance:,187.5 km,Road – Stage,          Departure:,"    Saint-Girons (Midi-Pyrenees), France ",              Arrival:,"Luz (Midi-Pyrenees), France",,,
,Date:,19-07-1988,16º stage Distance:,38 km,Road – Stage,          Departure:,"    Tarbes (Midi-Pyrenees), France ",              Arrival:,"Pau (Aquitaine), France",,,
,Date:,19-07-1988,17º stage Distance:,210 km,Road – Stage,          Departure:,"    Pau (Aquitaine), France ",              Arrival:,"Bordeaux (Aquitaine), France",,,
,Date:,20-07-1988,18º stage Distance:,93.5 km,Road – Stage,          Departure:,"    Ruelle-sur-Touvre (Poitou-Charentes), France ",              Arrival:,"Limoges (Limousin), France",,,
,Date:,21-07-1988,19º stage Distance:,188 km,Road – Stage,          Departure:,"    Limoges (Limousin), France ",              Arrival:,"Puy de Dôme (Auvergne), France",,,
,Date:,22-07-1988,20º stage Distance:,223.5 km,Road – Stage,          Departure:,"    Clermont-Ferrand (Auvergne), France ",              Arrival:,"Chalon-sur-Saône (Bourgogne), France",,,
,Date:,23-07-1988,21º stage Distance:,46 km,Road – Individual Time Trial,          Departure:,"    Santenay (Bourgogne), France ",              Arrival:,"Santenay (Bourgogne), France",,,
,Date:,24-07-1988,22º stage Distance:,172.5 km,Road – Stage,          Departure:,"    Nemours (Ile-de-France), France ",              Arrival:,"Paris (Ile-de-France), France",,,
,Date:,24-07-1988, Distance:,3282 km,Classification – Road – Mountains Classification,          Departure:,"    Pornichet (Pays de la Loire), France ",              Arrival:,"Paris (Ile-de-France), France",,,
,Date:,24-07-1988, Distance:,3282 km,Classification – Road – General Classification,          Departure:,"    Pornichet (Pays de la Loire), France ",              Arrival:,"Paris (Ile-de-France), France",,,
,Date:,24-07-1988, Distance:,3282 km,Classification – Road – Young Rider Classification,          Departure:,"    Pornichet (Pays de la Loire), France ",              Arrival:,"Paris (Ile-de-France), France",,,
,Date:,24-07-1988, Distance:,3282 km,Classification – Road – Points Classification,          Departure:,"    Pornichet (Pays de la Loire), France ",              Arrival:,"Paris (Ile-de-France), France",,,
,Date:,01-07-1987,Prologue  Distance:,"6,1 km",Road – Individual Time Trial,          Departure:,"    Berlin (Berlin), West-Germany ",              Arrival:,"Berlin (Berlin), West-Germany",,,
,Date:,02-07-1987,1º stage Distance:,"105,5 km",Road – Stage,          Departure:,"    Berlin (Berlin), West-Germany ",              Arrival:,"Berlin (Berlin), West-Germany",,,
,Date:,02-07-1987,2º stage Distance:,"40,5 km",Road – Team Time Trial,          Departure:,"    Berlin (Berlin), West-Germany ",              Arrival:,"Berlin (Berlin), West-Germany",,,
,Date:,04-07-1987,3º stage Distance:,219 km,Road – Stage,          Departure:,"    Karlsruhe (Baden-Wurttemberg), Germany ",              Arrival:,"Stuttgart (Baden-Wurttemberg), Germany",,,
,Date:,05-07-1987,4º stage Distance:,79 km,Road – Stage,          Departure:,"    Stuttgart (Baden-Wurttemberg), West-Germany ",              Arrival:,"Pforzheim (Baden-Wurttemberg), West-Germany",,,
,Date:,05-07-1987,5º stage Distance:,"112,5 km",Road – Stage,          Departure:,"    Pforzheim (Baden-Wurttemberg), West-Germany ",              Arrival:,"Strasbourg (Alsace), France",,,
,Date:,06-07-1987,6º stage Distance:,179 km,Road – Stage,          Departure:,"    Strasbourg (Alsace), France ",              Arrival:,"Épinal (Lorraine), France",,,
,Date:,07-07-1987,7º stage Distance:,211 km,Road – Stage,          Departure:,"    Épinal (Lorraine), France ",              Arrival:,"Troyes (Champagne-Ardenne), France",,,
,Date:,08-07-1987,8º stage Distance:,"205,5 km",Road – Stage,          Departure:,"    Troyes (Champagne-Ardenne), France ",              Arrival:,"Épinay-sous-Sénart (Ile-de-France), France",,,
,Date:,09-07-1987,9º stage Distance:,260 km,Road – Stage,          Departure:,"    Orléans (Centre), France ",              Arrival:,"Renazé (Pays de la Loire), France",,,
,Date:,10-07-1987,10º stage Distance:,"87,5 km",Road – Individual Time Trial,          Departure:,"    Saumur (Pays de la Loire), France ",              Arrival:,"Futuroscope (Poitou-Charentes), France",,,
,Date:,11-07-1987,11º stage Distance:,255 km,Road – Stage,          Departure:,"    Poitiers (Poitou-Charentes), France ",              Arrival:,"Chaumeil (Limousin), France",,,
,Date:,12-07-1987,12º stage Distance:,228 km,Road – Stage,          Departure:,"    Brive-la-Gaillarde (Limousin), France ",              Arrival:,"Bordeaux (Aquitaine), France",,,
,Date:,13-07-1987,13º stage Distance:,219 km,Road – Stage,          Departure:,"    Bayonne (Aquitaine), France ",              Arrival:,"Pau (Aquitaine), France",,,
,Date:,14-07-1987,14º stage Distance:,166 km,Road – Stage,          Departure:,"    Pau (Aquitaine), France ",              Arrival:,"Luz (Midi-Pyrenees), France",,,
,Date:,15-07-1987,15º stage Distance:,164 km,Road – Stage,          Departure:,"    Tarbes (Midi-Pyrenees), France ",              Arrival:,"Blagnac (Midi-Pyrenees), France",,,
,Date:,16-07-1987,16º stage Distance:,"216,6 km",Road – Stage,          Departure:,"    Blagnac (Midi-Pyrenees), France ",              Arrival:,"Millau (Midi-Pyrenees), France",,,
,Date:,17-07-1987,17º stage Distance:,239 km,Road – Stage,          Departure:,"    Millau (Midi-Pyrenees), France ",              Arrival:,"Avignon (Provence-Alpes-Cote d'Azur), France",,,
,Date:,19-07-1987,18º stage Distance:,"36,5 km",Road – Individual Time Trial,          Departure:,"    Carpentras (Provence-Alpes-Cote d'Azur), France ",              Arrival:,"Mont Ventoux (Provence-Alpes-Cote d'Azur), France",,,
,Date:,20-07-1987,19º stage Distance:,185 km,Road – Stage,          Departure:,"    Valréas (Provence-Alpes-Cote d'Azur), France ",              Arrival:,"Villard-de-Lans (Rhone-Alpes), France",,,
,Date:,21-07-1987,20º stage Distance:,201 km,Road – Stage,          Departure:,"    Villard-de-Lans (Rhone-Alpes), France ",              Arrival:,"L'Alpe-d'Huez (Rhone-Alpes), France",,,
,Date:,22-07-1987,21º stage Distance:,"185,5 km",Road – Stage,          Departure:,"    Le Bourg-d'Oisans (Rhone-Alpes), France ",              Arrival:,"La Plaine (Provence-Alpes-Cote d'Azur), France",,,
,Date:,23-07-1987,22º stage Distance:,186 km,Road – Stage,          Departure:,"    La Plagne  (Rhone-Alpes), France ",              Arrival:,"Morzine (Rhone-Alpes), France",,,
,Date:,24-07-1987,23º stage Distance:,"224,5 km",Road – Stage,          Departure:,"    Saint-Julien-en-Genevois (Rhone-Alpes), France ",              Arrival:,"Dijon (Bourgogne), France",,,
,Date:,25-07-1987,24º stage Distance:,38 km,Road – Individual Time Trial,          Departure:,"    Dijon (Bourgogne), France ",              Arrival:,"Dijon (Bourgogne), France",,,
,Date:,26-07-1987,25º stage Distance:,192 km,Road – Stage,          Departure:,"    Créteil (Ile-de-France), France ",              Arrival:,"Paris (Ile-de-France), France",,,
,Date:,26-07-1987, Distance:,4231 km,Classification – Road – Young Rider Classification,          Departure:,"    Berlin (Berlin), Germany ",              Arrival:,"Paris (Ile-de-France), France",,,
,Date:,26-07-1987, Distance:,4231 km,Classification – Road – Points Classification,          Departure:,"    Berlin (Berlin), Germany ",              Arrival:,"Paris (Ile-de-France), France",,,
,Date:,26-07-1987, Distance:,4231 km,Classification – Road – General Classification,          Departure:,,              Arrival:,"Paris (Ile-de-France), France",,,
,Date:,26-07-1987, Distance:,4231 km,Classification – Road – Mountains Classification,          Departure:,,              Arrival:,"Paris (Ile-de-France), France",,,
,Date:,04-07-1986,Prologue  Distance:,"4,6 km",Road – Prologue,          Departure:,"    Boulogne-Billancourt (Ile-de-France), France ",              Arrival:,"Boulogne-Billancourt (Ile-de-France), France",,,
,Date:,05-07-1986,1º stage Distance:,85 km,Road – Stage,          Departure:,"    Nanterre (Ile-de-France), France ",              Arrival:,"Sceaux (Ile-de-France), France",,,
,Date:,05-07-1986,2º stage Distance:,56 km,Road – Team Time Trial,          Departure:,"    Meudon (Ile-de-France), France ",              Arrival:,"Saint-Quentin-en-Yvelines (Ile-de-France), France",,,
,Date:,06-07-1986,3º stage Distance:,214 km,Road – Stage,          Departure:,"    Levallois-Perret (Ile-de-France), France ",              Arrival:,"Liévin (Nord-Pas-de-Calais), France",,,
,Date:,07-07-1986,4º stage Distance:,243 km,Road – Stage,          Departure:,"    Liévin (Nord-Pas-de-Calais), France ",              Arrival:,"Évreux (Haute-Normandie), France",,,
,Date:,08-07-1986,5º stage Distance:,"124,5 km",Road – Stage,          Departure:,"    Evreux-le-Coudray (Haute-Normandie), France ",              Arrival:,"Villers-sur-Mer (Basse-Normandie), France",,,
,Date:,09-07-1986,6º stage Distance:,200 km,Road – Stage,          Departure:,"    Villers-sur-Mer (Basse-Normandie), France ",              Arrival:,"Cherbourg (Basse-Normandie), France",,,
,Date:,10-07-1986,7º stage Distance:,201 km,Road – Stage,          Departure:,"    Cherbourg (Basse-Normandie), France ",              Arrival:,"Saint-Hilaire-du-Harcouët (Basse-Normandie), France",,,
,Date:,10-07-1986,10º stage Distance:,183 km,Road – Stage,          Departure:,"    Nantes (Pays de la Loire), France ",              Arrival:,"Futuroscope (Poitou-Charentes), France",,,
,Date:,10-07-1986,11º stage Distance:,"258,3 km",Road – Stage,          Departure:,"    Poitiers (Poitou-Charentes), France ",              Arrival:,"Bordeaux (Aquitaine), France",,,
,Date:,11-07-1986,8º stage Distance:,204 km,Road – Stage,          Departure:,"    Saint-Hilaire-du-Harcouët (Basse-Normandie), France ",              Arrival:,"Nantes (Pays de la Loire), France",,,
,Date:,12-07-1986,9º stage Distance:,"61,5 km",Road – Individual Time Trial,          Departure:,"    Nantes (Pays de la Loire), France ",              Arrival:,"Nantes (Pays de la Loire), France",,,
,Date:,15-07-1986,12º stage Distance:,"217,5 km",Road – Stage,          Departure:,"    Bayonne (Aquitaine), France ",              Arrival:,"Pau (Aquitaine), France",,,
,Date:,16-07-1986,13º stage Distance:,186 km,Road – Stage,          Departure:,"    Pau (Aquitaine), France ",              Arrival:,"Luchon (Midi-Pyrenees), France",,,
,Date:,17-07-1986,14º stage Distance:,154 km,Road – Stage,          Departure:,"    Luchon (Midi-Pyrenees), France ",              Arrival:,"Blagnac (Midi-Pyrenees), France",,,
,Date:,18-07-1986,15º stage Distance:,"225,5 km",Road – Stage,          Departure:,"    Carcassonne (Languedoc-Roussillon), France ",              Arrival:,"Nîmes (Languedoc-Roussillon), France",,,
,Date:,19-07-1986,16º stage Distance:,"246,5 km",Road – Stage,          Departure:,"    Nîmes (Languedoc-Roussillon), France ",              Arrival:,"Gap (Provence-Alpes-Cote d'Azur), France",,,
,Date:,20-07-1986,17º stage Distance:,190 km,Road – Stage,          Departure:,"    Gap (Provence-Alpes-Cote d'Azur), France ",              Arrival:,"Briançon (Provence-Alpes-Cote d'Azur), France",,,
,Date:,21-07-1986,18º stage Distance:,"162,5 km",Road – Stage,          Departure:,"    Briançon (Provence-Alpes-Cote d'Azur), France ",              Arrival:,"L'Alpe-d'Huez (Rhone-Alpes), France",,,
,Date:,23-07-1986,19º stage Distance:,"179,5 km",Road – Stage,          Departure:,"    Villard-de-Lans (Rhone-Alpes), France ",              Arrival:,"Saint-Étienne (Rhone-Alpes), France",,,
,Date:,24-07-1986,20º stage Distance:,58 km,Road – Individual Time Trial,          Departure:,"    Saint-Etienne (Pays de la Loire), France ",              Arrival:,"Saint-Etienne (Pays de la Loire), France",,,
,Date:,25-07-1986,21º stage Distance:,190 km,Road – Stage,          Departure:,"    Saint-Etienne (Pays de la Loire), France ",              Arrival:,"Puy de Dôme (Auvergne), France",,,
,Date:,26-07-1986,22º stage Distance:,194 km,Road – Stage,          Departure:,"    Clermont-Ferrand (Auvergne), France ",              Arrival:,"Nevers (Bourgogne), France",,,
,Date:,27-07-1986,23º stage Distance:,255 km,Road – Stage,          Departure:,"    Cosne-sur-Loire (Bourgogne), France ",              Arrival:,"Paris (Ile-de-France), France",,,
,Date:,27-07-1986, Distance:,4094 km,Classification – Road – Young Rider Classification,          Departure:,,              Arrival:,"Paris (Ile-de-France), France",,,
,Date:,27-07-1986, Distance:,4094 km,Classification – Road – Mountains Classification,          Departure:,"    Boulogne-Billancourt (Ile-de-France), France ",              Arrival:,"Paris (Ile-de-France), France",,,
,Date:,27-07-1986, Distance:,4094 km,Classification – Road – Points Classification,          Departure:,"    Boulogne-Billancourt (Ile-de-France), France ",              Arrival:,"Paris (Ile-de-France), France",,,
,Date:,27-07-1986, Distance:,4094 km,Classification – Road – General Classification,          Departure:,"    Boulogne-Billancourt (Ile-de-France), France ",              Arrival:,"Paris (Ile-de-France), France",,,
,Date:,28-06-1985,Prologue  Distance:,6.8 km,Road – Prologue,          Departure:,"    Plumelec (Bretagne), France ",              Arrival:,"Plumelec (Bretagne), France",,,
,Date:,29-06-1985,1º stage Distance:,256 km,Road – Stage,          Departure:,"    Vannes (Bretagne), France ",              Arrival:,"Lanester (Bretagne), France",,,
,Date:,30-06-1985,2º stage Distance:,242 km,Road – Stage,          Departure:,"    Lorient (Bretagne), France ",              Arrival:,"Vitré (Bretagne), France",,,
,Date:,01-07-1985,3º stage Distance:,73 km,Road – Team Time Trial,          Departure:,"    Vitré (Bretagne), France ",              Arrival:,"Fougères (Bretagne), France",,,
,Date:,02-07-1985,4º stage Distance:,239.5 km,Road – Stage,          Departure:,"    Fougères (Bretagne), France ",              Arrival:,"Pont-Audemer (Haute-Normandie), France",,,
,Date:,03-07-1985,5º stage Distance:,224 km,Road – Stage,          Departure:,"    Neufchâtel-en-Bray (Haute-Normandie), France ",              Arrival:,"Tourcoing (Nord-Pas-de-Calais), France",,,
,Date:,04-07-1985,6º stage Distance:,221.5 km,Road – Stage,          Departure:,"    Tourcoing (Nord-Pas-de-Calais), France ",              Arrival:,"Reims (Champagne-Ardenne), France",,,
,Date:,05-07-1985,7º stage Distance:,"215,5 km",Road – Stage,          Departure:,"    Reims (Champagne-Ardenne), France ",              Arrival:,"Nancy (Lorraine), France",,,
,Date:,06-07-1985,8º stage Distance:,75 km,Road – Individual Time Trial,          Departure:,"    Sarrebourg (Lorraine), France ",              Arrival:,"Strasbourg (Alsace), France",,,
,Date:,07-07-1985,9º stage Distance:,173.5 km,Road – Stage,          Departure:,"    Strasbourg (Alsace), France ",              Arrival:,"Épinal (Lorraine), France",,,
,Date:,08-07-1985,10º stage Distance:,204.5 km,Road – Stage,          Departure:,"    Épinal (Lorraine), France ",              Arrival:,"Pontarlier (Franche-Comte), France",,,
,Date:,09-07-1985,11º stage Distance:,195 km,Road – Stage,          Departure:,"    Pontarlier (Franche-Comte), France ",              Arrival:,"Morzine (Rhone-Alpes), France",,,
,Date:,10-07-1985,12º stage Distance:,269 km,Road – Stage,          Departure:,"    Morzine (Rhone-Alpes), France ",              Arrival:,"Lans-en-Vercors (Rhone-Alpes), France",,,
,Date:,11-07-1985,13º stage Distance:,31.8 km,Road – Individual Time Trial,          Departure:,"    Villard-de-Lans (Rhone-Alpes), France ",              Arrival:,"Villard-de-Lans (Rhone-Alpes), France",,,
,Date:,13-07-1985,14º stage Distance:,179 km,Road – Stage,          Departure:,"    Autrans (Rhone-Alpes), France ",              Arrival:,"Saint-Étienne (Rhone-Alpes), France",,,
,Date:,14-07-1985,15º stage Distance:,237.5 km,Road – Stage,          Departure:,"    Saint-Étienne (Rhone-Alpes), France ",              Arrival:,"Aurillac (Auvergne), France",,,
,Date:,15-07-1985,16º stage Distance:,247 km,Road – Stage,          Departure:,"    Aurillac (Auvergne), France ",              Arrival:,"Toulouse (Midi-Pyrenees), France",,,
,Date:,16-07-1985,17º stage Distance:,209.5 km,Road – Stage,          Departure:,"    Toulouse (Midi-Pyrenees), France ",              Arrival:,"Luz (Midi-Pyrenees), France",,,
,Date:,17-07-1985,18º stage part  a Distance:,52.5 km,Road – Stage,          Departure:,"    Luz-Saint-Sauveur (Midi-Pyrenees), France ",              Arrival:,"Col d'Aubisque (Midi-Pyrenees), France",,,
,Date:,17-07-1985,18º stage part  b Distance:,83.5 km,Road – Stage,          Departure:,"    Laruns (Aquitaine), France ",              Arrival:,"Pau (Aquitaine), France",,,
,Date:,18-07-1985,19º stage Distance:,203 km,Road – Stage,          Departure:,"    Pau (Aquitaine), France ",              Arrival:,"Bordeaux (Aquitaine), France",,,
,Date:,19-07-1985,20º stage Distance:,225 km,Road – Stage,          Departure:,"    Montpon-Ménestérol (Aquitaine), France ",              Arrival:,"Limoges (Limousin), France",,,
,Date:,20-07-1985,21º stage Distance:,45.7 km,Road – Individual Time Trial,          Departure:,"    Lac de Vassivière (Limousin), France ",              Arrival:,"Lac de Vassivière (Limousin), France",,,
,Date:,21-07-1985,22º stage Distance:,196 km,Road – Stage,          Departure:,"    Orléans (Centre), France ",              Arrival:,"Paris (Ile-de-France), France",,,
,Date:,21-07-1985, Distance:,4107 km,Classification – Road – General Classification,          Departure:,"    Plumelec (Bretagne), France ",              Arrival:,"Paris (Ile-de-France), France",,,
,Date:,21-07-1985, Distance:,4107 km,Classification – Road – Points Classification,          Departure:,"    Plumelec (Bretagne), France ",              Arrival:,"Paris (Ile-de-France), France",,,
,Date:,21-07-1985, Distance:,4107 km,Classification – Road – Teams classification,          Departure:,"    Plumelec (Bretagne), France ",              Arrival:,"Paris (Ile-de-France), France",,,
,Date:,21-07-1985, Distance:,4107 km,Classification – Road – Young Rider Classification,          Departure:,"    Plumelec (Bretagne), France ",              Arrival:,"Paris (Ile-de-France), France",,,
,Date:,21-07-1985, Distance:,4107 km,Classification – Road – Combination Classification,          Departure:,"    Plumelec (Bretagne), France ",              Arrival:,"Paris (Ile-de-France), France",,,
,Date:,21-07-1985, Distance:,4107 km,Classification – Road – Sprint Classification,          Departure:,"    Plumelec (Bretagne), France ",              Arrival:,"Paris (Ile-de-France), France",,,
,Date:,21-07-1985, Distance:,4107 km,Classification – Road – Mountains Classification,          Departure:,"    Plumelec (Bretagne), France ",              Arrival:,"Paris (Ile-de-France), France",,,
,Date:,29-06-1984,Prologue  Distance:,5.4 km,Road – Prologue,          Departure:,"    Montreuil-sous-Bois (Ile-de-France), France ",              Arrival:,"Noisy-le-Sec (Ile-de-France), France",,,
,Date:,30-06-1984,1º stage Distance:,148.5 km,Road – Stage,          Departure:,"    Bondy (Ile-de-France), France ",              Arrival:,"Saint-Denis (Ile-de-France), France",,,
,Date:,01-07-1984,2º stage Distance:,249.5 km,Road – Stage,          Departure:,"    Bobigny (Ile-de-France), France ",              Arrival:,"Louvroil (Nord-Pas-de-Calais), France",,,
,Date:,02-07-1984,3º stage Distance:,51 km,Road – Team Time Trial,          Departure:,"    Louvroil (Nord-Pas-de-Calais), France ",              Arrival:,"Valenciennes (Nord-Pas-de-Calais), France",,,
,Date:,02-07-1984,4º stage Distance:,83 km,Road – Stage,          Departure:,"    Valenciennes (Nord-Pas-de-Calais), France ",              Arrival:,"Béthune (Nord-Pas-de-Calais), France",,,
,Date:,03-07-1984,5º stage Distance:,207 km,Road – Stage,          Departure:,"    Béthune (Nord-Pas-de-Calais), France ",              Arrival:,"Cergy-Pontoise (Ile-de-France), France",,,
,Date:,04-07-1984,6º stage Distance:,202.5 km,Road – Stage,          Departure:,"    Cergy-Pontoise (Ile-de-France), France ",              Arrival:,"Alençon (Basse-Normandie), France",,,
,Date:,05-07-1984,7º stage Distance:,67 km,Road – Individual Time Trial,          Departure:,"    Alençon (Basse-Normandie), France ",              Arrival:,"Le Mans (Pays de la Loire), France",,,
,Date:,06-07-1984,8º stage Distance:,192 km,Road – Stage,          Departure:,"    Le Mans (Pays de la Loire), France ",              Arrival:,"Nantes (Pays de la Loire), France",,,
,Date:,07-07-1984,9º stage Distance:,338 km,Road – Stage,          Departure:,"    Nantes (Pays de la Loire), France ",              Arrival:,"Bordeaux (Aquitaine), France",,,
,Date:,08-07-1984,10º stage Distance:,198 km,Road – Stage,          Departure:,"    Bordeaux (Aquitaine), France ",              Arrival:,"Pau (Aquitaine), France",,,
,Date:,09-07-1984,11º stage Distance:,226.5 km,Road – Stage,          Departure:,"    Pau (Aquitaine), France ",              Arrival:,"Guzet Neige (Provence-Alpes-Cote d'Azur), France",,,
,Date:,10-07-1984,12º stage Distance:,111 km,Road – Stage,          Departure:,"    Saint-Girons (Midi-Pyrenees), France ",              Arrival:,"Blagnac (Midi-Pyrenees), France",,,
,Date:,11-07-1984,13º stage Distance:,220.5 km,Road – Stage,          Departure:,"    Blagnac (Midi-Pyrenees), France ",              Arrival:,"Rodez (Midi-Pyrenees), France",,,
,Date:,12-07-1984,14º stage Distance:,227.5 km,Road – Stage,          Departure:,"    Rodez (Midi-Pyrenees), France ",              Arrival:,"Domaine du Rouret  (Provence-Alpes-Cote d'Azur), France",,,
,Date:,13-07-1984,15º stage Distance:,241.5 km,Road – Stage,          Departure:,"    Domaine du Rouret  (Provence-Alpes-Cote d'Azur), France ",              Arrival:,"Grenoble (Rhone-Alpes), France",,,
,Date:,15-07-1984,16º stage Distance:,22 km,Road – Individual Time Trial,          Departure:,"    Les Échelles (Rhone-Alpes), France ",              Arrival:,"La Ruchère (Rhone-Alpes), France",,,
,Date:,16-07-1984,17º stage Distance:,151 km,Road – Stage,          Departure:,"    Grenoble (Rhone-Alpes), France ",              Arrival:,"L'Alpe-d'Huez (Rhone-Alpes), France",,,
,Date:,17-07-1984,18º stage Distance:,185 km,Road – Stage,          Departure:,"    L'Alpe-d'Huez (Rhone-Alpes), France ",              Arrival:,"La Plaine (Provence-Alpes-Cote d'Azur), France",,,
,Date:,18-07-1984,19º stage Distance:,186 km,Road – Stage,          Departure:,"    La Plaine (Provence-Alpes-Cote d'Azur), France ",              Arrival:,"Morzine (Rhone-Alpes), France",,,
,Date:,19-07-1984,20º stage Distance:,140.5 km,Road – Stage,          Departure:,"    Morzine (Rhone-Alpes), France ",              Arrival:,"Crans (Rhone-Alpes), France",,,
,Date:,21-07-1984,21º stage Distance:,320.5 km,Road – Stage,          Departure:,"    Crans (Rhone-Alpes), France ",              Arrival:,"Villefranche (Bourgogne), France",,,
,Date:,21-07-1984,22º stage Distance:,51 km,Road – Individual Time Trial,          Departure:,"    Villié-Morgon (Rhone-Alpes), France ",              Arrival:,"Villefranche (Bourgogne), France",,,
,Date:,22-07-1984,23º stage Distance:,196.5 km,Road – Stage,          Departure:,"    Pantin (Ile-de-France), France ",              Arrival:,"Paris (Ile-de-France), France",,,
,Date:,22-07-1984, Distance:,4021 km,Classification – Road – General Classification,          Departure:,"    Montreuil-sous-Bois (Ile-de-France), France ",              Arrival:,"Paris (Ile-de-France), France",,,
,Date:,22-07-1984, Distance:,4021 km,Classification – Road – Points Classification,          Departure:,"    Montreuil-sous-Bois (Ile-de-France), France ",              Arrival:,"Paris (Ile-de-France), France",,,
,Date:,22-07-1984, Distance:,4021 km,Classification – Road – Mountains Classification,          Departure:,"    Montreuil-sous-Bois (Ile-de-France), France ",              Arrival:,"Paris (Ile-de-France), France",,,
,Date:,22-07-1984, Distance:,4021 km,Classification – Road – Young Rider Classification,          Departure:,"    Montreuil-sous-Bois (Ile-de-France), France ",              Arrival:,"Paris (Ile-de-France), France",,,
,Date:,22-07-1984, Distance:,4021 km,Classification – Road – Sprint Classification,          Departure:,"    Montreuil-sous-Bois (Ile-de-France), France ",              Arrival:,"Paris (Ile-de-France), France",,,
,Date:,01-07-1983,Prologue  Distance:,5.5 km,Road – Prologue,          Departure:,"    Fontenay-sous-Bois (Ile-de-France), France ",              Arrival:,"Fontenay-sous-Bois (Ile-de-France), France",,,
,Date:,02-07-1983,1º stage Distance:,163 km,Road – Stage,          Departure:,"    Nogent-sur-Marne (Ile-de-France), France ",              Arrival:,"Créteil (Ile-de-France), France",,,
,Date:,03-07-1983,2º stage Distance:,100 km,Road – Team Time Trial,          Departure:,"    Soissons (Picardie), France ",              Arrival:,"Fontaine-au-Pire (Nord-Pas-de-Calais), France",,,
,Date:,04-07-1983,3º stage Distance:,152 km,Road – Stage,          Departure:,"    Valenciennes (Nord-Pas-de-Calais), France ",              Arrival:,"Roubaix (Nord-Pas-de-Calais), France",,,
,Date:,05-07-1983,4º stage Distance:,300 km,Road – Stage,          Departure:,"    Roubaix (Nord-Pas-de-Calais), France ",              Arrival:,"Le Havre (Haute-Normandie), France",,,
,Date:,06-07-1983,5º stage Distance:,257 km,Road – Stage,          Departure:,"    Le Havre (Haute-Normandie), France ",              Arrival:,"Le Mans (Pays de la Loire), France",,,
,Date:,07-07-1983,6º stage Distance:,58.5 km,Road – Individual Time Trial,          Departure:,"    Châteaubriant (Pays de la Loire), France ",              Arrival:,"Nantes (Pays de la Loire), France",,,
,Date:,08-07-1983,7º stage Distance:,216 km,Road – Stage,          Departure:,"    Nantes (Pays de la Loire), France ",              Arrival:,"Ile d'Oleron (Poitou-Charentes), France",,,
,Date:,09-07-1983,8º stage Distance:,222 km,Road – Stage,          Departure:,"    La Rochelle (Poitou-Charentes), France ",              Arrival:,"Bordeaux (Aquitaine), France",,,
,Date:,10-07-1983,9º stage Distance:,207 km,Road – Stage,          Departure:,"    Bordeaux (Aquitaine), France ",              Arrival:,"Pau (Aquitaine), France",,,
,Date:,11-07-1983,10º stage Distance:,201 km,Road – Stage,          Departure:,"    Pau (Aquitaine), France ",              Arrival:,"Luchon (Midi-Pyrenees), France",,,
,Date:,12-07-1983,11º stage Distance:,177 km,Road – Stage,          Departure:,"    Luchon (Midi-Pyrenees), France ",              Arrival:,"Fleurance (Midi-Pyrenees), France",,,
,Date:,13-07-1983,12º stage Distance:,261 km,Road – Stage,          Departure:,"    Fleurance (Midi-Pyrenees), France ",              Arrival:,"Roquefort (Midi-Pyrenees), France",,,
,Date:,14-07-1983,13º stage Distance:,210 km,Road – Stage,          Departure:,"    Roquefort (Midi-Pyrenees), France ",              Arrival:,"Aurillac (Auvergne), France",,,
,Date:,15-07-1983,14º stage Distance:,149 km,Road – Stage,          Departure:,"    Aurillac (Auvergne), France ",              Arrival:,"Issoire (Auvergne), France",,,
,Date:,16-07-1983,15º stage Distance:,15.6 km,Road – Individual Time Trial,          Departure:,"    Clermont-Ferrand (Auvergne), France ",              Arrival:,"Puy de Dôme (Auvergne), France",,,
,Date:,17-07-1983,16º stage Distance:,144.5 km,Road – Stage,          Departure:,"    Issoire (Auvergne), France ",              Arrival:,"Saint-Étienne (Rhone-Alpes), France",,,
,Date:,18-07-1983,17º stage Distance:,223 km,Road – Stage,          Departure:,"    La Tour-du-Pin (Rhone-Alpes), France ",              Arrival:,"L'Alpe-d'Huez (Rhone-Alpes), France",,,
,Date:,20-07-1983,18º stage Distance:,247 km,Road – Stage,          Departure:,"    L'Alpe-d'Huez (Rhone-Alpes), France ",              Arrival:,"Morzine (Rhone-Alpes), France",,,
,Date:,21-07-1983,19º stage Distance:,15 km,Road – Individual Time Trial,          Departure:,"    Morzine (Rhone-Alpes), France ",              Arrival:,"Avoriaz (Rhone-Alpes), France",,,
,Date:,22-07-1983,20º stage Distance:,291 km,Road – Stage,          Departure:,"    Morzine (Rhone-Alpes), France ",              Arrival:,"Dijon (Bourgogne), France",,,
,Date:,23-07-1983,21º stage Distance:,50 km,Road – Individual Time Trial,          Departure:,"    Dijon (Bourgogne), France ",              Arrival:,"Dijon (Bourgogne), France",,,
